variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_appendixF-from_last_year,matching
oxprod,longitude: time: mean where air,latitude plev39 time,oxprod_tavg-p39-hy-air,oxprod_tavg-p39-hy-air,True
oxloss,longitude: time: mean where air,latitude plev39 time,oxloss_tavg-p39-hy-air,oxloss_tavg-p39-hy-air,True
graz,area: mean where sea time: mean,longitude latitude olevel time,graz_tavg-l-hxy-sea,graz_tavg-l-hxy-sea,True
graz,area: mean where sea time: mean,longitude latitude olevel time,graz_tavg-l-hxy-sea,graz_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude olevel time,pp_tavg-l-hxy-sea,pp_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude olevel time,pp_tavg-l-hxy-sea,pp_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude time depth0m,pp_tavg-z00-hxy-sea,pp_tavg-d0m-hxy-sea,False
ppcalc,area: mean where sea time: mean,longitude latitude olevel time,ppcalc_tavg-l-hxy-sea,ppcalc_tavg-l-hxy-sea,True
ppcalc,area: mean where sea time: mean,longitude latitude olevel time,ppcalc_tavg-l-hxy-sea,ppcalc_tavg-l-hxy-sea,True
ppdiat,area: mean where sea time: mean,longitude latitude olevel time,ppdiat_tavg-l-hxy-sea,ppdiat_tavg-l-hxy-sea,True
ppdiat,area: mean where sea time: mean,longitude latitude olevel time,ppdiat_tavg-l-hxy-sea,ppdiat_tavg-l-hxy-sea,True
ppdiaz,area: mean where sea time: mean,longitude latitude olevel time,ppdiaz_tavg-l-hxy-sea,ppdiaz_tavg-l-hxy-sea,True
ppdiaz,area: mean where sea time: mean,longitude latitude olevel time,ppdiaz_tavg-l-hxy-sea,ppdiaz_tavg-l-hxy-sea,True
ppmisc,area: mean where sea time: mean,longitude latitude olevel time,ppmisc_tavg-l-hxy-sea,ppmisc_tavg-l-hxy-sea,True
ppmisc,area: mean where sea time: mean,longitude latitude olevel time,ppmisc_tavg-l-hxy-sea,ppmisc_tavg-l-hxy-sea,True
pppico,area: mean where sea time: mean,longitude latitude olevel time,pppico_tavg-l-hxy-sea,pppico_tavg-l-hxy-sea,True
pppico,area: mean where sea time: mean,longitude latitude olevel time,pppico_tavg-l-hxy-sea,pppico_tavg-l-hxy-sea,True
pnitrate,area: mean where sea time: mean,longitude latitude olevel time,pnitrate_tavg-l-hxy-sea,pnitrate_tavg-l-hxy-sea,True
remoc,area: mean where sea time: mean,longitude latitude olevel time,remoc_tavg-l-hxy-sea,remoc_tavg-l-hxy-sea,True
pbsi,area: mean where sea time: mean,longitude latitude olevel time,pbsi_tavg-l-hxy-sea,pbsi_tavg-l-hxy-sea,True
vtendnogw,area: mean where air time: point,longitude latitude plev27 time1,vtendnogw_tpt-p27-hxy-air,vtendnogw_tpt-p27-hxy-air,True
vtendnogw,area: time: mean where air,longitude latitude plev19 time,vtendnogw_tavg-p19-hxy-air,vtendnogw_tavg-p19-hxy-air,True
vtendnogw,longitude: time: mean where air,latitude plev39 time,vtendnogw_tavg-p39-hy-air,vtendnogw_tavg-p39-hy-air,True
vtendogw,area: time: mean where air,longitude latitude plev19 time,vtendogw_tavg-p19-hxy-air,vtendogw_tavg-p19-hxy-air,True
tnkebto,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnkebto_tcla-l-hxy-sea,tnkebto_tclm-l-hxy-sea,False
tnkebto,area: mean where sea time: mean within years time: mean over years,longitude latitude time2,tnkebto_tcla-z0-hxy-sea,tnkebto_tclm-u-hxy-sea,False
tnkebto,area: mean where sea time: mean,longitude latitude time,tnkebto_tavg-z0-hxy-sea,tnkebto_tavg-u-hxy-sea,False
intparag,area: mean where sea time: mean,longitude latitude time,intparag_tavg-z0-hxy-sea,intparag_tavg-u-hxy-sea,False
intpcalcite,area: mean where sea time: mean,longitude latitude time,intpcalcite_tavg-z0-hxy-sea,intpcalcite_tavg-u-hxy-sea,False
fddtdic,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdic_tavg-z0100-hxy-sea,fddtdic_tavg-d100m-hxy-sea,False
fbddtdic,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdic_tavg-z0100-hxy-sea,fbddtdic_tavg-d100m-hxy-sea,False
fddtdife,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdife_tavg-z0100-hxy-sea,fddtdife_tavg-d100m-hxy-sea,False
fbddtdife,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdife_tavg-z0100-hxy-sea,fbddtdife_tavg-d100m-hxy-sea,False
fddtdin,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdin_tavg-z0100-hxy-sea,fddtdin_tavg-d100m-hxy-sea,False
fbddtdin,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdin_tavg-z0100-hxy-sea,fbddtdin_tavg-d100m-hxy-sea,False
fddtdip,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdip_tavg-z0100-hxy-sea,fddtdip_tavg-d100m-hxy-sea,False
fbddtdip,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdip_tavg-z0100-hxy-sea,fbddtdip_tavg-d100m-hxy-sea,False
fddtdisi,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdisi_tavg-z0100-hxy-sea,fddtdisi_tavg-d100m-hxy-sea,False
fbddtdisi,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdisi_tavg-z0100-hxy-sea,fbddtdisi_tavg-d100m-hxy-sea,False
fsn,area: mean where sea time: mean,longitude latitude time,fsn_tavg-z0-hxy-sea,fsn_tavg-u-hxy-sea,False
intpn2,area: mean where sea time: mean,longitude latitude time,intpn2_tavg-z0-hxy-sea,intpn2_tavg-u-hxy-sea,False
icfriver,area: mean where sea time: mean,longitude latitude time,icfriver_tavg-z0-hxy-sea,icfriver_tavg-u-hxy-sea,False
intpbfe,area: mean where sea time: mean,longitude latitude time,intpbfe_tavg-z0-hxy-sea,intpbfe_tavg-u-hxy-sea,False
fsfe,area: mean where sea time: mean,longitude latitude time,fsfe_tavg-z0-hxy-sea,fsfe_tavg-u-hxy-sea,False
intpbn,area: mean where sea time: mean,longitude latitude time,intpbn_tavg-z0-hxy-sea,intpbn_tavg-u-hxy-sea,False
ocfriver,area: mean where sea time: mean,longitude latitude time,ocfriver_tavg-z0-hxy-sea,ocfriver_tavg-u-hxy-sea,False
intpbp,area: mean where sea time: mean,longitude latitude time,intpbp_tavg-z0-hxy-sea,intpbp_tavg-u-hxy-sea,False
intpbsi,area: mean where sea time: mean,longitude latitude time,intpbsi_tavg-z0-hxy-sea,intpbsi_tavg-u-hxy-sea,False
tnpeo,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeo_tcla-l-hxy-sea,tnpeo_tclm-l-hxy-sea,False
tnpeo,area: mean where sea time: mean,longitude latitude time,tnpeo_tavg-z0-hxy-sea,tnpeo_tavg-u-hxy-sea,False
tnpeotb,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeotb_tcla-l-hxy-sea,tnpeotb_tclm-l-hxy-sea,False
tnpeot,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeot_tcla-l-hxy-sea,tnpeot_tclm-l-hxy-sea,False
sidmassmeltbot,area: time: mean where sea_ice,longitude latitude time,sidmassmeltbot_tavg-z0-hxy-si,sidmassmeltbot_tavg-u-hxy-si,False
sidmassgrowthbot,area: time: mean where sea_ice,longitude latitude time,sidmassgrowthbot_tavg-z0-hxy-si,sidmassgrowthbot_tavg-u-hxy-si,False
sidmasssi,area: time: mean where sea_ice,longitude latitude time,sidmasssi_tavg-z0-hxy-si,sidmasssi_tavg-u-hxy-si,False
sidmassgrowthwat,area: time: mean where sea_ice,longitude latitude time,sidmassgrowthwat_tavg-z0-hxy-si,sidmassgrowthwat_tavg-u-hxy-si,False
sidmasslat,area: time: mean where sea_ice,longitude latitude time,sidmasslat_tavg-z0-hxy-si,sidmasslat_tavg-u-hxy-si,False
sidmassdyn,area: time: mean where sea_ice,longitude latitude time,sidmassdyn_tavg-z0-hxy-si,sidmassdyn_tavg-u-hxy-si,False
sidmassth,area: time: mean where sea_ice,longitude latitude time,sidmassth_tavg-z0-hxy-si,sidmassth_tavg-u-hxy-si,False
sidmassmelttop,area: time: mean where sea_ice,longitude latitude time,sidmassmelttop_tavg-z0-hxy-si,sidmassmelttop_tavg-u-hxy-si,False
sidconcdyn,area: time: mean where sea_ice,longitude latitude time,sidconcdyn_tavg-z0-hxy-si,sidconcdyn_tavg-u-hxy-si,False
sidconcth,area: time: mean where sea_ice,longitude latitude time,sidconcth_tavg-z0-hxy-si,sidconcth_tavg-u-hxy-si,False
bddtalk,area: mean where sea time: mean,longitude latitude olevel time,bddtalk_tavg-l-hxy-sea,bddtalk_tavg-l-hxy-sea,True
ocontemptend,area: mean where sea time: mean,longitude latitude olevel time,ocontemptend_tavg-l-hxy-sea,ocontemptend_tavg-l-hxy-sea,True
ocontemptend,area: mean where sea time: mean,longitude latitude olevel time,ocontemptend_tavg-l-hxy-sea,ocontemptend_tavg-l-hxy-sea,True
ocontempdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontempdiff_tavg-l-hxy-sea,ocontempdiff_tavg-l-hxy-sea,True
ocontempdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontempdiff_tavg-l-hxy-sea,ocontempdiff_tavg-l-hxy-sea,True
ocontemppadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppadvect_tavg-l-hxy-sea,ocontemppadvect_tavg-l-hxy-sea,True
ocontemppadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppadvect_tavg-l-hxy-sea,ocontemppadvect_tavg-l-hxy-sea,True
ocontemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontemppmdiff_tavg-l-hxy-sea,ocontemppmdiff_tavg-l-hxy-sea,True
ocontemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontemppmdiff_tavg-l-hxy-sea,ocontemppmdiff_tavg-l-hxy-sea,True
ocontemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppsmadvect_tavg-l-hxy-sea,ocontemppsmadvect_tavg-l-hxy-sea,True
ocontemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppsmadvect_tavg-l-hxy-sea,ocontemppsmadvect_tavg-l-hxy-sea,True
ocontemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemprmadvect_tavg-l-hxy-sea,ocontemprmadvect_tavg-l-hxy-sea,True
ocontemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemprmadvect_tavg-l-hxy-sea,ocontemprmadvect_tavg-l-hxy-sea,True
opottemptend,area: mean where sea time: mean,longitude latitude olevel time,opottemptend_tavg-l-hxy-sea,opottemptend_tavg-l-hxy-sea,True
opottemptend,area: mean where sea time: mean,longitude latitude olevel time,opottemptend_tavg-l-hxy-sea,opottemptend_tavg-l-hxy-sea,True
opottempdiff,area: mean where sea time: mean,longitude latitude olevel time,opottempdiff_tavg-l-hxy-sea,opottempdiff_tavg-l-hxy-sea,True
opottempdiff,area: mean where sea time: mean,longitude latitude olevel time,opottempdiff_tavg-l-hxy-sea,opottempdiff_tavg-l-hxy-sea,True
opottemppadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppadvect_tavg-l-hxy-sea,opottemppadvect_tavg-l-hxy-sea,True
opottemppadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppadvect_tavg-l-hxy-sea,opottemppadvect_tavg-l-hxy-sea,True
opottemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,opottemppmdiff_tavg-l-hxy-sea,opottemppmdiff_tavg-l-hxy-sea,True
opottemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,opottemppmdiff_tavg-l-hxy-sea,opottemppmdiff_tavg-l-hxy-sea,True
opottemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppsmadvect_tavg-l-hxy-sea,opottemppsmadvect_tavg-l-hxy-sea,True
opottemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppsmadvect_tavg-l-hxy-sea,opottemppsmadvect_tavg-l-hxy-sea,True
opottemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemprmadvect_tavg-l-hxy-sea,opottemprmadvect_tavg-l-hxy-sea,True
opottemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemprmadvect_tavg-l-hxy-sea,opottemprmadvect_tavg-l-hxy-sea,True
osalttend,area: mean where sea time: mean,longitude latitude olevel time,osalttend_tavg-l-hxy-sea,osalttend_tavg-l-hxy-sea,True
osalttend,area: mean where sea time: mean,longitude latitude olevel time,osalttend_tavg-l-hxy-sea,osalttend_tavg-l-hxy-sea,True
osaltdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltdiff_tavg-l-hxy-sea,osaltdiff_tavg-l-hxy-sea,True
osaltdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltdiff_tavg-l-hxy-sea,osaltdiff_tavg-l-hxy-sea,True
osaltpadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpadvect_tavg-l-hxy-sea,osaltpadvect_tavg-l-hxy-sea,True
osaltpadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpadvect_tavg-l-hxy-sea,osaltpadvect_tavg-l-hxy-sea,True
osaltpmdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltpmdiff_tavg-l-hxy-sea,osaltpmdiff_tavg-l-hxy-sea,True
osaltpmdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltpmdiff_tavg-l-hxy-sea,osaltpmdiff_tavg-l-hxy-sea,True
osaltpsmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpsmadvect_tavg-l-hxy-sea,osaltpsmadvect_tavg-l-hxy-sea,True
osaltpsmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpsmadvect_tavg-l-hxy-sea,osaltpsmadvect_tavg-l-hxy-sea,True
osaltrmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltrmadvect_tavg-l-hxy-sea,osaltrmadvect_tavg-l-hxy-sea,True
osaltrmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltrmadvect_tavg-l-hxy-sea,osaltrmadvect_tavg-l-hxy-sea,True
fBNF,area: mean where land time: mean,longitude latitude time,fBNF_tavg-z0-hxy-lnd,fBNF_tavg-u-hxy-lnd,False
fNfert,area: mean where land time: mean,longitude latitude time,fNfert_tavg-z0-hxy-lnd,fNfert_tavg-u-hxy-lnd,False
tnhus,area: time: mean,longitude latitude alevel time,tnhus_tavg-l-hxy-x,tnhus_tavg-l-hxy-u,False
tnhus,area: mean time: point,longitude latitude alevel time1,tnhus_tpt-l-hxy-x,tnhus_tpt-l-hxy-u,False
tnhus,area: point time: point,alevel site time1,tnhus_tpt-l-hxys-x,tnhus_tpt-l-hxys-u,False
tnhusa,area: time: mean,longitude latitude alevel time,tnhusa_tavg-l-hxy-x,tnhusa_tavg-l-hxy-u,False
tnhusa,area: point time: point,alevel site time1,tnhusa_tpt-l-hxys-x,tnhusa_tpt-l-hxys-u,False
tnhuspbl,area: time: mean,longitude latitude alevel time,tnhuspbl_tavg-l-hxy-x,tnhuspbl_tavg-l-hxy-u,False
tnhuspbl,area: point time: point,alevel site time1,tnhuspbl_tpt-l-hxys-x,tnhuspbl_tpt-l-hxys-u,False
tnhusc,area: time: mean,longitude latitude alevel time,tnhusc_tavg-l-hxy-x,tnhusc_tavg-l-hxy-u,False
tnhusc,area: point time: point,alevel site time1,tnhusc_tpt-l-hxys-x,tnhusc_tpt-l-hxys-u,False
tnhusd,area: time: mean,longitude latitude alevel time,tnhusd_tavg-l-hxy-x,tnhusd_tavg-l-hxy-u,False
tnhusd,area: point time: point,alevel site time1,tnhusd_tpt-l-hxys-x,tnhusd_tpt-l-hxys-u,False
tnhusmp,area: time: mean,longitude latitude alevel time,tnhusmp_tavg-l-hxy-x,tnhusmp_tavg-l-hxy-u,False
tnhusmp,area: point time: point,alevel site time1,tnhusmp_tpt-l-hxys-x,tnhusmp_tpt-l-hxys-u,False
tnhusscp,area: time: mean,longitude latitude alevel time,tnhusscp_tavg-l-hxy-x,tnhusscp_tavg-l-hxy-u,False
tnhusscp,area: point time: point,alevel site time1,tnhusscp_tpt-l-hxys-x,tnhusscp_tpt-l-hxys-u,False
tnhusscpbl,area: time: mean,longitude latitude alevel time,tnhusscpbl_tavg-l-hxy-x,tnhusscpbl_tavg-l-hxy-u,False
tnhusscpbl,area: point time: point,alevel site time1,tnhusscpbl_tpt-l-hxys-x,tnhusscpbl_tpt-l-hxys-u,False
sndmasssi,area: time: mean where sea_ice,longitude latitude time,sndmasssi_tavg-z0-hxy-si,sndmasssi_tavg-u-hxy-si,False
sndmasswindrif,area: time: mean where sea_ice,longitude latitude time,sndmasswindrif_tavg-z0-hxy-si,sndmasswindrif_tavg-u-hxy-si,False
sndmassdyn,area: time: mean where sea_ice,longitude latitude time,sndmassdyn_tavg-z0-hxy-si,sndmassdyn_tavg-u-hxy-si,False
hfrs,area: mean where land time: mean,longitude latitude time,hfrs_tavg-z0-hxy-lnd,hfrs_tavg-u-hxy-lnd,False
fNup,area: mean where land time: mean,longitude latitude time,fNup_tavg-z0-hxy-lnd,fNup_tavg-u-hxy-lnd,False
sisnhc,area: time: mean where sea_ice,longitude latitude time,sisnhc_tavg-z0-hxy-si,sisnhc_tavg-u-hxy-si,False
simprefrozen,area: time: mean where sea_ice_melt_pond,longitude latitude time,simprefrozen_tavg-z0-hxy-simp,simprefrozen_tavg-u-hxy-simp,False
parasolRefl,area: mean where sea time: point,longitude latitude sza5 time1,parasolRefl_tpt-z0-hxy-sea,parasolRefl_tpt-u-hxy-sea,False
parasolRefl,area: mean where sea time: mean,longitude latitude sza5 time,parasolRefl_tavg-z0-hxy-sea,parasolRefl_tavg-u-hxy-sea,False
parasolRefl,area: mean where sea time: mean,longitude latitude sza5 time,parasolRefl_tavg-z0-hxy-sea,parasolRefl_tavg-u-hxy-sea,False
rsdt,area: mean time: mean within days time: mean over days,longitude latitude time3,rsdt_tcld-z0-hxy-x,rsdt_tcld-u-hxy-u,False
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-u-hxy-u,False
rsdt,area: mean time: point,longitude latitude time1,rsdt_tpt-z0-hxy-x,rsdt_tpt-u-hxy-u,False
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-u-hxy-u,False
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-u-hxy-u,False
rsdt,area: mean time: point,longitude latitude time1,rsdt_tpt-z0-hxy-x,rsdt_tpt-u-hxy-u,False
rsdt,area: point time: point,site time1,rsdt_tpt-z0-hxys-x,rsdt_tpt-u-hxys-u,False
rsdtbnd,area: mean time: point,longitude latitude spectband time1,rsdtbnd_tpt-z0-hxy-x,rsdtbnd_tpt-u-hxy-u,False
drldtdust,area: time: mean,longitude latitude time,drldtdust_tavg-z0-hxy-x,drldtdust_tavg-u-hxy-u,False
drldtcsaer,area: time: mean,longitude latitude time,drldtcsaer_tavg-z0-hxy-x,drldtcsaer_tavg-u-hxy-u,False
drsdtdust,area: time: mean,longitude latitude time,drsdtdust_tavg-z0-hxy-x,drsdtdust_tavg-u-hxy-u,False
drscsdust,area: time: mean,longitude latitude time,drscsdust_tavg-z0-hxy-x,drscsdust_tavg-u-hxy-u,False
drldtcsdust,area: time: mean,longitude latitude time,drldtcsdust_tavg-z0-hxy-x,drldtcsdust_tavg-u-hxy-u,False
rlut,area: mean time: mean within days time: mean over days,longitude latitude time3,rlut_tcld-z0-hxy-x,rlut_tcld-u-hxy-u,False
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-u-hxy-u,False
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-u-hxy-u,False
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-u-hxy-u,False
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-u-hxy-u,False
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-u-hxy-u,False
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-u-hxy-u,False
rlut,area: point time: point,site time1,rlut_tpt-z0-hxys-x,rlut_tpt-u-hxys-u,False
rlut4co2,area: time: mean,longitude latitude time,rlut4co2_tavg-z0-hxy-x,rlut4co2_tavg-u-hxy-u,False
rlutaf,area: time: mean,longitude latitude time,rlutaf_tavg-z0-hxy-x,rlutaf_tavg-u-hxy-u,False
rlutcs,area: mean time: mean within days time: mean over days,longitude latitude time3,rlutcs_tcld-z0-hxy-x,rlutcs_tcld-u-hxy-u,False
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-u-hxy-u,False
rlutcs,area: mean time: point,longitude latitude time1,rlutcs_tpt-z0-hxy-x,rlutcs_tpt-u-hxy-u,False
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-u-hxy-u,False
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-u-hxy-u,False
rlutcs,area: point time: point,site time1,rlutcs_tpt-z0-hxys-x,rlutcs_tpt-u-hxys-u,False
rlutcs4co2,area: time: mean,longitude latitude time,rlutcs4co2_tavg-z0-hxy-x,rlutcs4co2_tavg-u-hxy-u,False
rlutcsaf,area: time: mean,longitude latitude time,rlutcsaf_tavg-z0-hxy-x,rlutcsaf_tavg-u-hxy-u,False
lwtoafluxaerocs,area: mean time: point,longitude latitude time1,lwtoafluxaerocs_tpt-z0-hxy-x,lwtoafluxaerocs_tpt-u-hxy-u,False
rsut,area: mean time: mean within days time: mean over days,longitude latitude time3,rsut_tcld-z0-hxy-x,rsut_tcld-u-hxy-u,False
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-u-hxy-u,False
rsut,area: mean time: point,longitude latitude time1,rsut_tpt-z0-hxy-x,rsut_tpt-u-hxy-u,False
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-u-hxy-u,False
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-u-hxy-u,False
rsut,area: mean time: point,longitude latitude time1,rsut_tpt-z0-hxy-x,rsut_tpt-u-hxy-u,False
rsut,area: point time: point,site time1,rsut_tpt-z0-hxys-x,rsut_tpt-u-hxys-u,False
rsut4co2,area: time: mean,longitude latitude time,rsut4co2_tavg-z0-hxy-x,rsut4co2_tavg-u-hxy-u,False
rsutaf,area: time: mean,longitude latitude time,rsutaf_tavg-z0-hxy-x,rsutaf_tavg-u-hxy-u,False
rsutcs,area: mean time: mean within days time: mean over days,longitude latitude time3,rsutcs_tcld-z0-hxy-x,rsutcs_tcld-u-hxy-u,False
rsutcs,area: time: mean,longitude latitude time,rsutcs_tavg-z0-hxy-x,rsutcs_tavg-u-hxy-u,False
rsutcs,area: mean time: point,longitude latitude time1,rsutcs_tpt-z0-hxy-x,rsutcs_tpt-u-hxy-u,False
